x,y,color,label,batch
324.0719942600541,299.063554018796,#1f77b4,a,1
324.58145212748786,282.6161632325199,#1f77b4,a,1
339.23292054032174,302.10543497817116,#1f77b4,a,1
314.5674269633063,310.5563463293214,#1f77b4,a,1
342.88091374087105,295.484058958275,#1f77b4,a,1
311.512200908935,306.2380007507787,#1f77b4,a,1
308.91068975536786,294.33025148741586,#1f77b4,a,1
328.0231158936675,316.2159179563349,#1f77b4,a,1
310.19712885165376,311.15851936527764,#1f77b4,a,1
323.2253742435241,285.50535489668596,#1f77b4,a,1
313.96375048268476,289.01053214138057,#1f77b4,a,1
339.6822960610831,285.1696725818276,#1f77b4,a,1
347.3147634554476,285.8002551581079,#1f77b4,a,1
318.26004624831523,289.29434967044637,#1f77b4,a,1
347.15549307890296,298.6078496373011,#1f77b4,a,1
352.86431097469665,318.7297830821666,#1f77b4,a,1
326.490131985872,314.4594402619563,#1f77b4,a,1
355.6208753336684,287.8633755956781,#1f77b4,a,1
324.77389256536213,323.566682412395,#1f77b4,a,1
331.882420429899,311.5643301498735,#1f77b4,a,1
337.9008529257146,304.06238910157026,#1f77b4,a,1
359.770865956278,284.10457989517624,#1f77b4,a,1
263.3634824048515,360.63167609314377,#1f77b4,a,2
253.562245432731,374.4816553735867,#1f77b4,a,2
252.68557502781803,371.05560928153875,#1f77b4,a,2
250.34335428217275,345.9282660912837,#1f77b4,a,2
244.8950691015296,378.1432940450406,#1f77b4,a,2
279.431540807162,344.7578162430773,#1f77b4,a,2
253.17838920123347,379.1208209664387,#1f77b4,a,2
274.90234129825745,355.7403892990654,#1f77b4,a,2
262.6291711709083,361.85660741029216,#1f77b4,a,2
287.25397864625654,365.889860328799,#1f77b4,a,2
287.820205131182,347.9439123165594,#1f77b4,a,2
287.6021763808507,337.46508348292525,#1f77b4,a,2
272.22174818078037,340.8652005262486,#1f77b4,a,2
290.9505721206719,360.12417368542583,#1f77b4,a,2
292.1742031285818,319.4328390213087,#1f77b4,a,2
276.77340398936883,330.2197709935815,#1f77b4,a,2
287.99812702513105,348.5242416692778,#1f77b4,a,2
267.6422578248675,325.71077669095826,#1f77b4,a,2
297.35567042147915,344.95365819060044,#1f77b4,a,2
282.2124362651893,318.82826792816275,#1f77b4,a,2
263.2194405379361,343.0268509445493,#1f77b4,a,2
266.14556304384547,341.4854205743492,#1f77b4,a,2
261.32761624378395,314.4960022201516,#1f77b4,a,2
253.967168016696,323.457527045389,#1f77b4,a,2
228.10416735385303,327.6439106152883,#1f77b4,a,2
237.31849001907952,318.99169026349705,#1f77b4,a,2
241.33443814403668,296.09515884677364,#1f77b4,a,2
232.26757919532466,317.785211617988,#1f77b4,a,2
217.62335997962026,307.92329912477,#1f77b4,a,2
220.5012844966632,313.56562536939657,#1f77b4,a,2
212.8543887758305,325.6208910588781,#1f77b4,a,2
208.3465567497155,324.70263002172874,#1f77b4,a,2
220.3209470300584,302.83920281927243,#1f77b4,a,2
198.81727175965455,319.5751122538272,#1f77b4,a,2
211.50695805721818,308.4749856549314,#1f77b4,a,2
210.81867909321102,309.7353046488055,#1f77b4,a,2
200.1936413507624,322.1146638449285,#1f77b4,a,2
188.42141571315645,338.25248755670475,#1f77b4,a,2
208.75551442159014,325.94382291159184,#1f77b4,a,2
193.23355086311258,333.858810379333,#1f77b4,a,2
199.91343267835256,347.50552867779993,#1f77b4,a,2
193.98913897445283,340.43451934301936,#1f77b4,a,2
190.98350319655887,335.6724595983994,#1f77b4,a,2
210.28590788465226,368.6364100964615,#1f77b4,a,2
209.36422764961182,365.78558496392725,#1f77b4,a,2
213.05819843518722,380.03217880076954,#1f77b4,a,2
187.76491253047584,372.258904734785,#1f77b4,a,2
213.16492085685346,383.92899709560425,#1f77b4,a,2
226.1755800347868,375.3444846081123,#1f77b4,a,2
230.7251234485321,376.45829341952594,#1f77b4,a,2
207.03628510680102,372.98917381384035,#1f77b4,a,2
229.0219224747226,395.3857653450698,#1f77b4,a,2
228.7746126826784,386.74038281932826,#1f77b4,a,2
223.4964471892828,367.30851346553993,#1f77b4,a,2
232.7512178422307,396.41876615836725,#1f77b4,a,2
256.74568178669176,384.9232072407018,#1f77b4,a,2
235.8182204824503,393.40212288963903,#1f77b4,a,2
240.62732011855218,376.6118651742435,#1f77b4,a,2
251.86637211171677,376.03711596295454,#1f77b4,a,2
259.77817794935373,369.70157160135534,#1f77b4,a,2
274.78532332809294,404.6386156070222,#1f77b4,a,2
258.9349276303666,370.71244305108445,#1f77b4,a,2
266.73272604583343,374.3207083281729,#1f77b4,a,2
254.24421038063534,368.1890309007415,#1f77b4,a,2
273.45486439080946,388.75390769649135,#1f77b4,a,2
292.4505012909897,387.1117576144016,#1f77b4,a,2
292.87330917294395,369.23632386174,#1f77b4,a,2
268.7033023911275,368.3850666492025,#1f77b4,a,2
288.0905514362648,378.208523784053,#1f77b4,a,2
274.7371970898124,384.95370920501864,#1f77b4,a,2
283.14751375085945,355.2307967819837,#1f77b4,a,2
289.6699252942977,361.09101858733413,#1f77b4,a,2
267.82636377319676,359.54025508347684,#1f77b4,a,2
295.14238580166653,361.2554571558823,#1f77b4,a,2
289.5097509499431,317.85507967757434,#1f77b4,a,2
256.43901630551767,331.27055094783645,#1f77b4,a,2
287.5533783691546,338.29383273059017,#1f77b4,a,2
272.0906709864374,331.634313056391,#1f77b4,a,2
245.0585022224072,328.1428953883455,#1f77b4,a,2
259.4674366202362,332.3214531424693,#1f77b4,a,2
257.8046499627136,310.2754131926014,#1f77b4,a,2
223.6483403398701,320.5889899805377,#1f77b4,a,2
194.767773415597,296.1365587252137,#1f77b4,a,2
203.06089089097617,304.77465792778537,#1f77b4,a,2
198.3400469794863,320.19618316157283,#1f77b4,a,2
167.00836074265862,320.9349539039764,#1f77b4,a,2
185.40470765094415,316.42261965759826,#1f77b4,a,2
164.35423847045342,312.2666090909603,#1f77b4,a,2
171.7648221741046,325.6844481900639,#1f77b4,a,2
166.5624387481155,309.72941342351305,#1f77b4,a,2
167.66228118670892,309.01090067432074,#1f77b4,a,2
150.78221282917391,343.2980491985973,#1f77b4,a,2
177.00925781920012,335.78195041264485,#1f77b4,a,2
155.1266021919767,349.351786479587,#1f77b4,a,2
170.58313654642564,346.9597946204094,#1f77b4,a,2
171.42915830396808,382.7607219570671,#1f77b4,a,2
145.62496989086634,393.3903689006145,#1f77b4,a,2
152.01211021569532,367.6257326148507,#1f77b4,a,2
174.50796395298264,389.9213667924662,#1f77b4,a,2
192.78033900643163,374.0042272016274,#1f77b4,a,2
201.0543249973748,409.6766091547457,#1f77b4,a,2
214.62108056126257,412.69007887624986,#1f77b4,a,2
228.925154304612,429.23729868932645,#1f77b4,a,2
235.48443038101607,401.69732264920464,#1f77b4,a,2
249.74123688437277,430.1376723004657,#1f77b4,a,2
250.88442953125278,400.43710703090636,#1f77b4,a,2
233.86113246240376,414.88811455596385,#1f77b4,a,2
240.14789741352473,420.1045237058455,#1f77b4,a,2
251.75557237458068,429.660766415074,#1f77b4,a,2
274.99787847155096,409.71720613592953,#1f77b4,a,2
290.07831850688615,396.0341601506236,#1f77b4,a,2
265.46555280428106,398.37939015668996,#1f77b4,a,2
275.29878375855566,406.9488921402943,#1f77b4,a,2
285.97449163412386,401.41822094005016,#1f77b4,a,2
286.8556925819902,363.5380990450609,#1f77b4,a,2
269.0337135503982,387.85808078523496,#1f77b4,a,2
283.76161316125723,381.21168038011785,#1f77b4,a,2
289.04106912659853,348.4239377196237,#1f77b4,a,2
281.7342944175818,344.715515140954,#1f77b4,a,2
306.0639965495958,344.8933733455631,#1f77b4,a,2
271.0835893615151,329.21573811551946,#1f77b4,a,2
299.62554487043724,316.25873611453096,#1f77b4,a,2
292.7231550900015,307.7865819572347,#1f77b4,a,2
264.8563015617318,335.75668070343283,#1f77b4,a,2
254.0467299482371,333.3726771601613,#1f77b4,a,2
237.95592212604345,335.0256014447739,#1f77b4,a,2
238.26871645398043,330.7910720896799,#1f77b4,a,2
214.8279414327834,323.80711426909363,#1f77b4,a,2
223.48223157494772,327.31839148410495,#1f77b4,a,2
193.06056567831172,314.64638960727785,#1f77b4,a,2
192.97179952707927,339.1357975157064,#1f77b4,a,2
212.38193055390443,346.8728033917115,#1f77b4,a,2
320.38983074112986,205.85239987305653,#1f77b4,a,3
327.997844970231,216.51835441209505,#1f77b4,a,3
332.6092326858405,199.69019217891304,#1f77b4,a,3
317.7572631877376,202.58757635258752,#1f77b4,a,3
320.36096187496673,221.87673141771802,#1f77b4,a,3
287.12042393666303,232.96159653308524,#1f77b4,a,3
296.4835013427318,242.48509065407643,#1f77b4,a,3
272.13825556646896,249.7510582539459,#1f77b4,a,3
296.8000782963618,246.86366238760175,#1f77b4,a,3
295.11701700479864,252.1982686697856,#1f77b4,a,3
272.6600335929947,271.1666291071233,#1f77b4,a,3
299.4664765184063,286.34939252338097,#1f77b4,a,3
293.38734432180524,304.93696193028654,#1f77b4,a,3
288.62719035411624,273.9596984181593,#1f77b4,a,3
313.88703651916904,291.19471316910153,#1f77b4,a,3
333.449733637401,301.6497619471478,#1f77b4,a,3
333.4765090521716,289.2694645046325,#1f77b4,a,3
316.6752455960786,319.0764968069536,#1f77b4,a,3
332.0994015199562,326.5018867213193,#1f77b4,a,3
342.4047500487761,326.0507685071809,#1f77b4,a,3
379.28556409701434,315.3751252406547,#1f77b4,a,3
350.1922316298644,314.0279374196615,#1f77b4,a,3
361.0595548044152,315.59539537073505,#1f77b4,a,3
367.933152088463,297.63144012904706,#1f77b4,a,3
374.3917567812675,320.3365882877981,#1f77b4,a,3
370.599481582804,309.1299111316884,#1f77b4,a,3
386.036676496194,315.5935411387562,#1f77b4,a,3
383.7577931762667,311.5667215819808,#1f77b4,a,3
401.6280698873818,297.33536472499327,#1f77b4,a,3
399.38809893317574,306.83033234706414,#1f77b4,a,3
405.56505988563697,289.1210300551401,#1f77b4,a,3
411.11112096859057,266.5218306954355,#1f77b4,a,3
437.6255802645439,260.66738135485434,#1f77b4,a,3
418.6681451403225,262.05733635282843,#1f77b4,a,3
425.64015463845084,241.47116457404354,#1f77b4,a,3
433.7361302933407,228.651151756461,#1f77b4,a,3
431.35985574370045,252.18455230084834,#1f77b4,a,3
449.01494927562203,243.18039732582093,#1f77b4,a,3
433.52905884908785,233.33216238662442,#1f77b4,a,3
465.01871394432635,218.52332910696032,#1f77b4,a,3
435.94217869439865,221.328733928166,#1f77b4,a,3
464.9495273183526,190.2258748669152,#1f77b4,a,3
449.1338918622052,206.38154491548698,#1f77b4,a,3
446.5644784261392,201.51475883179194,#1f77b4,a,3
454.0278581328978,189.942019450837,#1f77b4,a,3
429.03737088084256,198.16447902842856,#1f77b4,a,3
399.99039886422156,183.23568415596645,#1f77b4,a,3
409.54022398610306,187.3497768247924,#1f77b4,a,3
376.870951846863,159.70658383854078,#1f77b4,a,3
406.7779516912043,158.8651772571876,#1f77b4,a,3
360.07169086238804,156.40129562934914,#1f77b4,a,3
367.8899088036051,183.54163724513649,#1f77b4,a,3
365.5240191727491,174.38366770101038,#1f77b4,a,3
355.9115030489599,176.02896832487625,#1f77b4,a,3
322.58885305434325,178.85895070520206,#1f77b4,a,3
332.7028302830981,158.6839712478885,#1f77b4,a,3
312.17995032718676,172.14491564336703,#1f77b4,a,3
290.5075341921795,179.6916088248537,#1f77b4,a,3
312.1540390064549,176.43226305580322,#1f77b4,a,3
283.66705731122215,170.98107910715453,#1f77b4,a,3
288.51057143405296,199.53127944204726,#1f77b4,a,3
312.4633075389733,186.08813533893004,#1f77b4,a,3
283.3862784419525,222.51523927606206,#1f77b4,a,3
293.08734934447926,216.8546903717081,#1f77b4,a,3
277.5778063793752,233.88803412317037,#1f77b4,a,3
295.6959651870695,244.32235723362564,#1f77b4,a,3
291.7024553512547,257.14154951491275,#1f77b4,a,3
313.4144468153073,274.72568531456943,#1f77b4,a,3
319.66439870485425,264.4912253991635,#1f77b4,a,3
305.75481642042797,266.48867381417085,#1f77b4,a,3
334.1051529128193,276.8632296446908,#1f77b4,a,3
351.1310479030911,277.1727714580239,#1f77b4,a,3
330.0491697584955,303.90260765108906,#1f77b4,a,3
351.1909982827932,284.30241228902116,#1f77b4,a,3
363.5282245605696,283.25831311238835,#1f77b4,a,3
374.5644547374329,276.95069295892455,#1f77b4,a,3
402.03717413479194,274.5282661029469,#1f77b4,a,3
405.3488257069472,258.9868602236969,#1f77b4,a,3
401.4573824437647,251.8854685829966,#1f77b4,a,3
399.17602268511047,258.1723404103021,#1f77b4,a,3
423.6869116854217,265.47615399715716,#1f77b4,a,3
409.8106916888306,250.67461531053672,#1f77b4,a,3
415.14605414326206,220.6669274216003,#1f77b4,a,3
394.6808949407655,228.88512188387335,#1f77b4,a,3
393.39848859396614,219.71540887183323,#1f77b4,a,3
416.9006839998414,194.57354260925558,#1f77b4,a,3
395.17459444617253,208.11599567242968,#1f77b4,a,3
416.4085320284527,207.5082397290518,#1f77b4,a,3
387.40760094418204,190.16641517765055,#1f77b4,a,3
404.51840015680875,192.43719675217648,#1f77b4,a,3
391.3695399812012,178.0282727699569,#1f77b4,a,3
384.5809899783364,195.05714338757014,#1f77b4,a,3
376.7951001175993,184.59125293621378,#1f77b4,a,3
359.7741202912657,172.65830962757786,#1f77b4,a,3
335.72826200168015,202.8765373828341,#1f77b4,a,3
333.1138280518065,191.47064601815777,#1f77b4,a,3
340.2960525541945,203.91515226204274,#1f77b4,a,3
325.0363776488408,212.27252099044227,#1f77b4,a,3
324.59119057386715,222.35944698705407,#1f77b4,a,3
350.4337615452165,201.86716807320272,#1f77b4,a,3
339.57617063030614,228.94162039116628,#1f77b4,a,3
331.2259455241334,218.14145221577593,#1f77b4,a,3
325.9776854818994,225.82820447887752,#1f77b4,a,3
333.661856367928,256.2221433610707,#1f77b4,a,3
331.6953275995655,256.5323714076829,#1f77b4,a,3
358.717869342759,261.55444229569713,#1f77b4,a,3
347.98956925009065,235.59847490780533,#1f77b4,a,3
359.9692747268298,232.13159031814615,#1f77b4,a,3
345.63377993891766,248.71346920085603,#1f77b4,a,3
380.45464495353383,255.28181472536238,#1f77b4,a,3
375.80400588042954,265.0103478662435,#1f77b4,a,3
364.16180795882116,264.41609855306535,#1f77b4,a,3
376.4989191881667,244.7018303335592,#1f77b4,a,3
364.90159227145926,249.63759432603692,#1f77b4,a,3
388.20835968739505,231.49285195979013,#1f77b4,a,3
368.556504568082,249.60921057499166,#1f77b4,a,3
407.93911035380256,227.35199574866925,#1f77b4,a,3
375.9558799121114,203.94706589199274,#1f77b4,a,3
382.5638853628738,210.06390530958362,#1f77b4,a,3
405.48521152028485,190.5143270923512,#1f77b4,a,3
380.30933188621043,199.7082169364374,#1f77b4,a,3
410.1270544937712,191.4414338263893,#1f77b4,a,3
395.3596124068313,204.09283771226762,#1f77b4,a,3
381.6730881825425,194.6445995149606,#1f77b4,a,3
391.87978085490397,192.57199767807066,#1f77b4,a,3
234.86893214164039,413.9268726990366,#1f77b4,a,4
215.78847914304424,405.73453898429125,#1f77b4,a,4
241.93406463495575,424.9186205284242,#1f77b4,a,4
216.6221963853867,440.2821227258555,#1f77b4,a,4
246.55730536955872,411.854917464825,#1f77b4,a,4
242.14558348453812,438.17583091322274,#1f77b4,a,4
244.48370656235403,410.14834982431347,#1f77b4,a,4
232.96368055481489,443.15026933355597,#1f77b4,a,4
267.3153800237417,423.6667340330623,#1f77b4,a,4
240.8935658869214,432.9787788952304,#1f77b4,a,4
262.4522875746593,384.9136363319951,#1f77b4,a,4
282.6493390703513,410.01858398057755,#1f77b4,a,4
270.8866631840333,384.51409918509603,#1f77b4,a,4
286.2076998685802,384.39805526505654,#1f77b4,a,4
261.0771375378249,377.9711494304008,#1f77b4,a,4
274.3416229178338,336.6487985474937,#1f77b4,a,4
241.81062322179054,358.009534657162,#1f77b4,a,4
261.5079048056443,328.98053262084034,#1f77b4,a,4
222.00001484920222,326.91448249681855,#1f77b4,a,4
203.29951396578946,345.21153236874966,#1f77b4,a,4
203.80254690824393,324.93600612855477,#1f77b4,a,4
161.36886629532927,341.8005290391657,#1f77b4,a,4
179.95754259887207,314.06770494772434,#1f77b4,a,4
147.27357528528896,337.65483857419366,#1f77b4,a,4
125.33209331773719,338.0965273730167,#1f77b4,a,4
145.96300775989917,340.6047245218152,#1f77b4,a,4
143.8342568225614,333.2921723190339,#1f77b4,a,4
132.08862431947875,339.9496628289126,#1f77b4,a,4
126.1779159508225,349.13055340523954,#1f77b4,a,4
138.79792602032683,377.19688788525866,#1f77b4,a,4
141.96254356375601,397.16651029001775,#1f77b4,a,4
156.38433104742364,396.4892652505455,#1f77b4,a,4
153.00836185358614,408.5812154866777,#1f77b4,a,4
157.82235098892926,425.4423375558938,#1f77b4,a,4
170.9863873909191,407.2914457240359,#1f77b4,a,4
174.12591839761348,444.71389368014184,#1f77b4,a,4
201.86134730898507,423.3803859411571,#1f77b4,a,4
193.1005431393069,425.5462974447048,#1f77b4,a,4
213.75469496687884,432.8704344138298,#1f77b4,a,4
207.69284592036658,441.84837306022,#1f77b4,a,4
211.46063205659308,434.1407585746126,#1f77b4,a,4
247.5845113115385,412.27327873926646,#1f77b4,a,4
217.80052856954458,410.40424168445566,#1f77b4,a,4
225.40758946175006,423.6578352101459,#1f77b4,a,4
217.18777065329004,429.21886971987146,#1f77b4,a,4
241.21016943842017,414.04429400804986,#1f77b4,a,4
258.76381807765205,390.291266636408,#1f77b4,a,4
235.70217045287714,382.85956488709166,#1f77b4,a,4
231.53513174966994,392.6697361917146,#1f77b4,a,4
259.28007954261284,386.2854873785376,#1f77b4,a,4
222.9505567907191,358.4029075687224,#1f77b4,a,4
